direccion_via_nombre,direccion_numero,contacto_web,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_email1,telefonos,latitud_CM_x,longitud_CM_x,Renta,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal,id_comunidad
del Ferrocarril,8,http://www.educa.madrid.org/cp.carlosruiz.tielmes,4454868.0,473033.0,AVDA,CARLOS RUIZ,cp.carlosruiz.tielmes@educa.madrid.org,918746030-646753496,40.4165,-3.70256,26.861,1,1,85,14,3,,Comunidad de Madrid
de la Perdiz,6,http://www.educa.madrid.org/zcn.tielmes,4455261.0,473324.0,CALLE,"ESTE-10, TIELMES",zcn.tielmes@educa.madrid.org,918746117,40.4165,-3.70256,26.861,1,1,85,5,3,,Comunidad de Madrid
de la Pérdiz,6,http://www.educa.madrid.org/cn.tielmes,4455261.0,473324.0,CALLE,TIELMES,cn.tielmes@educa.madrid.org,918746117,40.4165,-3.70256,26.861,1,2,85,6,3,,Comunidad de Madrid
REAL,39,http://www.educa.madrid.org/em.tielmes,4454926.0,472925.0,CALLE,TIELMES,em.tielmes@educa.madrid.org,918746002,40.4165,-3.70256,26.861,1,2,85,187,3,,Comunidad de Madrid
de la Era,12,http://www.educa.madrid.org/cp.rosario.titulcia,4443155.0,451407.0,CALLE,VIRGEN DEL ROSARIO,cp.rosario.titulcia@educa.madrid.org,918010290,40.4165,-3.70256,31.612,1,1,86,14,2,,Comunidad de Madrid
Grande,36,http://www.educa.madrid.org/cn.titulcia,4443086.0,451486.0,CALLE,TITULCIA,cn.titulcia@educa.madrid.org,918010204,40.4165,-3.70256,31.612,1,2,86,6,2,,Comunidad de Madrid
Constitución,9,http://www.educa.madrid.org/cp.elbuengobernado.torrejondeardoz,4478452.0,459150.0,AVDA,EL BUEN GOBERNADOR,cp.elbuengobernado.torrejondeardoz@educa.madrid.org,916751372-916751850,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Ronda Poniente,5,http://www.educa.madrid.org/cp.gabrielygalan.torrejondeardoz,4478643.0,459110.0,CALLE,GABRIEL Y GALAN,cp.gabrielygalan.torrejondeardoz@educa.madrid.org,916756360-916755478,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Madrid,15,http://www.educa.madrid.org/cp.cervantes.torrejondeardoz,4479436.0,460089.0,AVDA,MIGUEL DE CERVANTES,cp.cervantes.torrejondeardoz@educa.madrid.org,916750442,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Cristal,2,http://www.educa.madrid.org/cp.lagaviota.torrejondeardoz,4478152.0,460348.0,CALLE,LA GAVIOTA,cp.lagaviota.torrejondeardoz@educa.madrid.org,916754039,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Plata,78,http://www.educa.madrid.org/ies.isaacperal.torrejondeardoz,4478436.0,461603.0,CALLE,ISAAC PERAL,ies.isaacperal.torrejondeardoz@educa.madrid.org,916756936,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Lisboa,53,http://www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,4479606.0,460077.0,CALLE,LAS VEREDILLAS,ies.lasveredillas.torrejondeardoz@educa.madrid.org,916753049,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Londres,7,http://www.educa.madrid.org/cp.severoochoa.torrejondeardoz,4478960.0,459890.0,CALLE,SEVERO OCHOA,cp.severoochoa.torrejondeardoz@educa.madrid.org,916765011,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Silicio,25,http://www.educa.madrid.org/cp.vicentealeixand.torrejondeardoz,4477823.0,461111.0,CALLE,VICENTE ALEIXANDRE,cp.vicentealeixand.torrejondeardoz@educa.madrid.org,916763011,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Fronteras,s/n,http://www.educa.madrid.org/cp.ramonycajal.torrejondeardoz,4478984.0,458724.0,POLIG,RAMON Y CAJAL,cp.ramonycajal.torrejondeardoz@educa.madrid.org,916762761-916762854,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Juan Ramón Jiménez,8,http://www.educa.madrid.org/cp.juanramonjimenez.torrejondeardoz,4479502.0,459517.0,CALLE,JUAN RAMON JIMENEZ,cp.juanramonjimenez.torrejondeardoz@educa.madrid.org,916762811,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
San Fernando,s/n,http://www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,4479130.0,458744.0,CALLE,LEON FELIPE,ies.leonfelipe.torrejondeardoz@educa.madrid.org,916768112,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Plata,s/n,http://www.educa.madrid.org/cp.machado.torrejondeardoz,4478484.0,461698.0,CALLE,ANTONIO MACHADO,cp.machado.torrejondeardoz@educa.madrid.org,916768492-669475579,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Magdalena,s/n,http://www.educa.madrid.org/cp.miguelhernandez.torrejondeardoz,4476555.0,459877.0,CALLE,MIGUEL HERNANDEZ,cp.miguelhernandez.torrejondeardoz@educa.madrid.org,916565678,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Turín,13,http://www.educa.madrid.org/cp.pinocho.torrejondeardoz,4479530.0,459905.0,CALLE,PINOCHO,cp.pinocho.torrejondeardoz@educa.madrid.org,916562564,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Álamo,6,http://www.educa.madrid.org/cp.ginerdelosrios.torrejondeardoz,4477140.0,461097.0,CALLE,GINER DE LOS RIOS,cp.ginerdelosrios.torrejondeardoz@educa.madrid.org,916564952,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Brasil,s/n,http://www.educa.madrid.org/cp.jaimevera.torrejondeardoz,4479577.0,459807.0,CALLE,JAIME VERA,cp.jaimevera.torrejondeardoz@educa.madrid.org,916560470,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Plata,85,http://www.educa.madrid.org/ies.victoriakent.torrejondeardoz,4478469.0,461782.0,CALLE,VICTORIA KENT,ies.victoriakent.torrejondeardoz@educa.madrid.org,916560079-916560203,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Circunvalación,10,http://www.educa.madrid.org/cp.andressegovia.torrejondeardoz,4477908.0,460986.0,CALLE,ANDRES SEGOVIA,cp.andressegovia.torrejondeardoz@educa.madrid.org,916565434,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Virgen de Loreto,38,http://www.educa.madrid.org/cp.seisdediciembre.torrejondeardoz,4479517.0,459676.0,AVDA,SEIS DE DICIEMBRE,cp.seisdediciembre.torrejondeardoz@educa.madrid.org,916560363,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Londres,44,http://www.educa.madrid.org/cp.ramoncarande.torrejondeardoz,4479077.0,460524.0,CALLE,RAMON CARANDE,cp.ramoncarande.torrejondeardoz@educa.madrid.org,916763633-606465525,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Río,s/n,http://www.educa.madrid.org/ies.gongora.torrejondeardoz,4477814.0,459903.0,CALLE,LUIS DE GONGORA,ies.gongora.torrejondeardoz@educa.madrid.org,916487638,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Joaquín Blume,s/n,http://www.educa.madrid.org/cp.joaquinblume.torrejondeardoz,4477379.0,460119.0,CALLE,JOAQUIN BLUME,cp.joaquinblume.torrejondeardoz@educa.madrid.org,916566733-606631119,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Arrope,s/n,http://www.educa.madrid.org/ies.palasatenea.torrejondeardoz,4479344.0,461191.0,CALLE,PALAS ATENEA,ies.palasatenea.torrejondeardoz@educa.madrid.org,916772915-916772974,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Budapest,2,http://www.educa.madrid.org/cp.unodemayo.torrejondeardoz,4479250.0,460759.0,CALLE,UNO DE MAYO,cp.unodemayo.torrejondeardoz@educa.madrid.org,916770068,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Juncal,14,http://www.educa.madrid.org/ies.valleinclan.torrejondeardoz,4479225.0,461129.0,CALLE,VALLE INCLAN,ies.valleinclan.torrejondeardoz@educa.madrid.org,916773057-916773297,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
Salvador Allende,6,http://www.educa.madrid.org/eei.marionetas.torrejondeardoz,4478905.0,458718.0,CALLE,MARIONETAS,eei.marionetas.torrejondeardoz@educa.madrid.org,916753606-916780231,40.4165,-3.70256,35.052,1,1,87,3,3,,Comunidad de Madrid
Virgen de Loreto,22,http://www.educa.madrid.org/eei.loreto.torrejondeardoz,4479206.0,459683.0,AVDA,LORETO,eei.loreto.torrejondeardoz@educa.madrid.org,916560454,40.4165,-3.70256,35.052,1,1,87,3,3,,Comunidad de Madrid
San Fernando,s/n,http://www.educa.madrid.org/cepa.torrejondeardoz,4478452.0,459150.0,CALLE,EL BUEN GOBERNADOR,cepa.torrejondeardoz@educa.madrid.org,916780048,40.4165,-3.70256,35.052,1,1,87,31,3,,Comunidad de Madrid
Almagro,s/n,http://www.educa.madrid.org/cp.lazarzuela.torrejondeardoz,4479312.0,461769.0,CALLE,LA ZARZUELA,cp.lazarzuela.torrejondeardoz@educa.madrid.org,916778043,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
San Fernando,s/n,http://www.educa.madrid.org/eoi.torrejondeardoz.torrejondeardoz,4479189.0,458769.0,CALLE,E.O.I. DE TORREJON DE ARDOZ,eoi.torrejondeardoz.torrejondeardoz@educa.madrid.org,916781064,40.4165,-3.70256,35.052,1,1,87,80,3,,Comunidad de Madrid
Montserrat Roig,8,http://www.educa.madrid.org/cp.beethoven.torrejondeardoz,4478535.0,462728.0,CALLE,BEETHOVEN,cp.beethoven.torrejondeardoz@educa.madrid.org,914885016,40.4165,-3.70256,35.052,1,1,87,14,3,,Comunidad de Madrid
Salvador Allende,6,No hay página web,4478892.0,458716.0,CALLE,MARIONETAS (PROGRAMA DE CASA DE NIÑOS),No hay página web,916753606-916780231,40.4165,-3.70256,35.052,1,1,87,6,3,,Comunidad de Madrid
Salvador Dalí,7,http://www.educa.madrid.org/ies.juanbautistamonegro.torrejondeardoz,4477853.0,462176.0,AVDA,JUAN BAUTISTA MONEGRO,ies.juanbautistamonegro.torrejondeardoz@educa.madrid.org,912723413,40.4165,-3.70256,35.052,1,1,87,42,3,,Comunidad de Madrid
"Almagro, esquina Avda.de la Constitución",s/n,http://www.educa.madrid.org/cpee.ikercasillas.torrejondeardoz,4479154.0,461735.0,CALLE,IKER CASILLAS,cpee.ikercasillas.torrejondeardoz@educa.madrid.org,648942796,40.4165,-3.70256,35.052,1,1,87,20,3,,Comunidad de Madrid
Constitución,9,http://www.educa.madrid.org/eoep.torrejondeardoz,4478452.0,459150.0,AVDA,EQUIPO GENERAL TORREJON DE ARDOZ,eoep.torrejondeardoz@educa.madrid.org,916565381,40.4165,-3.70256,35.052,1,1,87,206,3,,Comunidad de Madrid
Leandro Fernández de Moratín,6,http://www.educa.madrid.org/cepa.universidadpopular.torrejondeardoz,4479303.0,458976.0,CALLE,ESCUELA MUNICIPAL DE EDUCACION DE ADULTOS,cepa.universidadpopular.torrejondeardoz@educa.madrid.org,916766354,40.4165,-3.70256,35.052,1,2,87,32,3,,Comunidad de Madrid
Hilados,2,http://www.educa.madrid.org/em.torrejondeardoz,4477636.0,460674.0,CALLE,TORREJON DE ARDOZ,em.torrejondeardoz@educa.madrid.org,916774480,40.4165,-3.70256,35.052,1,2,87,185,3,,Comunidad de Madrid
Cañada,52,http://www.educa.madrid.org/eei.lacanada.torrejondeardoz,4478625.0,461556.0,CALLE,LA CAÑADA DE ARDOZ,eei.lacanada.torrejondeardoz@educa.madrid.org,916776716-916569312,40.4165,-3.70256,35.052,1,2,87,3,3,,Comunidad de Madrid
Constitución,217,http://www.educa.madrid.org/eei.juansinmiedo.torrejondeardoz,4479170.0,461772.0,AVDA,JUAN SIN MIEDO,eei.juansinmiedo.torrejondeardoz@educa.madrid.org,916564804,40.4165,-3.70256,35.052,1,2,87,3,3,,Comunidad de Madrid
Telémaco,s/n,http://www.educa.madrid.org/eei.lacigarraylahormiga.torrejondeardoz,4477802.0,459884.0,CALLE,LA CIGARRA Y LA HORMIGA,eei.lacigarraylahormiga.torrejondeardoz@educa.madrid.org,914953153,40.4165,-3.70256,35.052,1,2,87,3,3,,Comunidad de Madrid
Antonio Solís,s/n,http://www.educa.madrid.org/eei.elgatoconbotas.torrejondeardoz,4477139.0,461202.0,CALLE,EL GATO CON BOTAS,eei.elgatoconbotas.torrejondeardoz@educa.madrid.org,911167918,40.4165,-3.70256,35.052,1,2,87,3,3,,Comunidad de Madrid
Nacional II,22,www.kidsco.es,4479935.0,461583.0,CTRA,BASE AEREA DE TORREJON,torrejon@kidsco.es,916275740-91708206,40.4165,-3.70256,35.052,4,3,87,3,3,,Comunidad de Madrid
Hierro,41,http://www.educa.madrid.org/cc.sjuanbosco.torrejondeardoz,4478077.0,460977.0,CALLE,SAN JUAN BOSCO,cc.sjuanbosco.torrejondeardoz@educa.madrid.org,916755196,40.4165,-3.70256,35.052,2,269,87,72,3,,Comunidad de Madrid
Manuel Sandoval,26,http://www.colegioalba.com,4478985.0,459096.0,CALLE,ALBA,cc.alba.torrejondeardoz@educa.madrid.org,916566925,40.4165,-3.70256,35.052,2,270,87,72,3,,Comunidad de Madrid
Valle del Tormes,2 V,http://www.colegiosje.com,4477399.0,460263.0,CALLE,SAN JUAN EVANGELISTA,cc.sanjuanevangelista.torrejondeardoz@educa.madrid.org,916750806,40.4165,-3.70256,35.052,2,271,87,72,3,,Comunidad de Madrid
Cristo,22,http://www.colegiojaby.com,4478564.0,459318.0,CALLE,J.A.B.Y.,cc.jaby.torrejondeardoz@educa.madrid.org,916750360-600448340,40.4165,-3.70256,35.052,2,272,87,72,3,,Comunidad de Madrid
Metano,19,http://www.astor-inlade.es,4478174.0,460457.0,CALLE,VIRGEN DE LORETO ASTOR,cc.virgendeloreto.torrejondeardoz@educa.madrid.org,916766283,40.4165,-3.70256,35.052,2,305,87,21,3,,Comunidad de Madrid
Salvador Dalí,3,http://www.humanitastorrejon.com/,4478360.0,462446.0,AVDA,HUMANITAS BILINGUAL SCHOOL TORREJON,cc.humanitas.torrejondeardoz@educa.madrid.org,910001908-910001908,40.4165,-3.70256,35.052,2,455,87,72,3,,Comunidad de Madrid
Loeches,22,http://escuelainfantillosdelfines.es/,4478244.0,459818.0,CTRA,LOS DELFINES,losdelfines1y2@gmail.com,916766894-629262233,40.4165,-3.70256,35.052,3,562,87,4,3,,Comunidad de Madrid
Chinchón,3,No hay página web,4478167.0,459831.0,CALLE,LOS DELFINES II,No hay página web,629262233-916773364,40.4165,-3.70256,35.052,3,562,87,8,3,,Comunidad de Madrid
Alicante,2,www.ceilunalunera.com,4478413.0,459199.0,CALLE,LUNA LUNERA,cei.lunalunera@hotmail.com,916569784,40.4165,-3.70256,35.052,3,690,87,8,3,,Comunidad de Madrid
Londres,70,No hay página web,4479092.0,461207.0,CALLE,LA CASA DE LOS DUENDES,lacasadelosduendestorrejon@gmail.com,916766583-669788187,40.4165,-3.70256,35.052,3,692,87,8,3,,Comunidad de Madrid
Cristo,53,No hay página web,4478776.0,459231.0,CALLE,PEQUEÑECES,guarderiapequeneces@gmail.com,916566601,40.4165,-3.70256,35.052,3,694,87,8,3,,Comunidad de Madrid
Cantalarrana,9,www.escuelainfantilguireli.com,4478630.0,459613.0,CALLE,GUIRELI II,eiguireli@gmail.com,916776550-670205099,40.4165,-3.70256,35.052,3,706,87,8,3,,Comunidad de Madrid
Ajalvir,"k4,5",No hay página web,4480934.0,459545.0,CTRA,LA CASITA,pbarriosmartin@gmail.com,665608282-915201661,40.4165,-3.70256,35.052,3,712,87,8,3,,Comunidad de Madrid
Brasil,5,No hay página web,4479408.0,461140.0,CALLE,PUZZLE,elarcademineli@gmail.com,911621332,40.4165,-3.70256,35.052,3,749,87,8,3,,Comunidad de Madrid
Río Pelayo,1,No hay página web,4477939.0,460080.0,CALLE,CASCANUECES,prado.agudo@gmail.com,635451831,40.4165,-3.70256,35.052,3,753,87,8,3,,Comunidad de Madrid
Zeus,5,http://www.clavedesoles.com,4477150.0,460009.0,CALLE,CLAVE DE SOLES,rodrigofrancoroldan@gmail.com,912977178-620084464,40.4165,-3.70256,35.052,3,848,87,8,3,,Comunidad de Madrid
de los Fresnos,24,http://www.pequenaspromesas.com,4477007.0,459861.0,AVDA,PEQUEÑAS PROMESAS,escuelainfantil@pequenaspromesas.com,910102494-665028485,40.4165,-3.70256,35.052,3,892,87,8,3,,Comunidad de Madrid
José Cadalso,25,No hay página web,4477077.0,460842.0,CALLE,SUEÑOS CON ALAS,eisuenosconalas@gmail.com,619842828-676563724,40.4165,-3.70256,35.052,3,936,87,8,3,,Comunidad de Madrid
Higuera,1,No hay página web,4479363.0,459628.0,CALLE,LAPICEROS,correo@lapiceros.es,639141294-916567676,40.4165,-3.70256,35.052,3,1007,87,8,3,,Comunidad de Madrid
Higuera,4,No hay página web,4479370.0,459606.0,CALLE,LAPICEROS II,No hay página web,,40.4165,-3.70256,35.052,3,1007,87,8,3,,Comunidad de Madrid
Mejorada,17,No hay página web,4477726.0,458639.0,CALLE,LOS ALMENDROS,No hay página web,,40.4165,-3.70256,35.052,3,1184,87,8,3,,Comunidad de Madrid
de Rosalía de Castro,5,No hay página web,4478914.0,462217.0,CALLE,PIRULETAS,piruletasescuelainfantil@gmail.com,910443296,40.4165,-3.70256,35.052,3,1231,87,8,3,,Comunidad de Madrid
Mateo Inurria,s/n,No hay página web,4479475.0,463057.0,CALLE,ESCUELA INFANTIL HOSPITAL DE TORREJON,No hay página web,617437123,40.4165,-3.70256,35.052,3,1275,87,8,3,,Comunidad de Madrid
Montserrat Roig,59,https://eeialasdepapel.com/,4478614.0,462731.0,CALLE,ALAS DE PAPEL,eei.alasdepapel@gmail.com,914885310-635089773,40.4165,-3.70256,35.052,3,1312,87,8,3,,Comunidad de Madrid
Pablo de Olavide,1,http://www.tafadmadrid.es,4479247.0,459049.0,PLAZA,FP MADRID TORREJON,info@fpmadrid.es,911766620-635860940,40.4165,-3.70256,35.052,3,1314,87,58,3,,Comunidad de Madrid
Pablo de Olavide,s/n,www.tafadmadrid.es,4479183.0,459105.0,PLAZA,TD JUMP UP,info@fpmadrid.es,911766620-635860940,40.4165,-3.70256,35.052,3,1314,87,220,3,,Comunidad de Madrid
Cristóbal Colón,4,http://www.migransonrisa.com,4479379.0,461795.0,AVDA,MI GRAN SONRISA,migransonrisatorrejon@gmail.com,910818721-638510718-663372676,40.4165,-3.70256,35.052,3,1393,87,8,3,,Comunidad de Madrid
Juan Genovés,1,www.eibambutorrejon.es,4478219.0,461917.0,CALLE,BAMBÚ,hexagonoeducativo@gmail.com,910391555-661124572,40.4165,-3.70256,35.052,3,1424,87,8,3,,Comunidad de Madrid
Joan Miró,7,No hay página web,4478624.0,462298.0,CALLE,NEMOMARLIN TORREJON DE ARDOZ,torrejon@escuelanemomarlin.com,910103052-630041261,40.4165,-3.70256,35.052,3,1437,87,8,3,,Comunidad de Madrid
Benjamín Palencia,2,www.rockingkids.es,4478483.0,462015.0,CALLE,ROCKING KIDS ENGLISH NURSEY SCHOOL,info@rockingkids.es,658209700-910272467-685079435,40.4165,-3.70256,35.052,3,1441,87,8,3,,Comunidad de Madrid
Valle del Tormes,2,No hay página web,4477347.0,460288.0,CALLE,SJE ARTES ESCENICAS,No hay página web,,40.4165,-3.70256,35.052,3,1501,87,414,3,,Comunidad de Madrid
Cádiz,s/n,http://www.educa.madrid.org/cp.sanjose.torrejondelacalzada,4450104.0,431632.0,CALLE,SAN JOSE,cp.sanjose.torrejondelacalzada@educa.madrid.org,918169296-918160015,40.4165,-3.70256,39.171,1,1,88,14,2,,Comunidad de Madrid
Miguel Hernández,2A,http://www.educa.madrid.org/ies.migueldelibes.torrejondelacalzada,4449551.0,431486.0,CALLE,MIGUEL DELIBES,ies.migueldelibes.torrejondelacalzada@educa.madrid.org,918106097,40.4165,-3.70256,39.171,1,1,88,42,2,,Comunidad de Madrid
Gabriel Cisneros,s/n,http://www.educa.madrid.org/cp.abadyharija.torrejondelacalzada,4450105.0,430947.0,CALLE,ABAD Y HARIJA,cp.abadyharija.torrejondelacalzada@educa.madrid.org,918145588-630729650,40.4165,-3.70256,39.171,1,1,88,14,2,,Comunidad de Madrid
Veintisiete de Octubre,,http://www.educa.madrid.org/em.torrejondelacalzada,4450136.0,432246.0,CALLE,TORREJON DE LA CALZADA (ESC. MUN. MUSICA),em.torrejondelacalzada@educa.madrid.org,918160352,40.4165,-3.70256,39.171,1,2,88,185,2,,Comunidad de Madrid
Antonio Machado,s/n,http://www.educa.madrid.org/eei.petirrojo.torrejondelacalzada,4450732.0,431754.0,CALLE,PETIRROJO,eei.petirrojo.torrejondelacalzada@educa.madrid.org,918160289,40.4165,-3.70256,39.171,1,2,88,3,2,,Comunidad de Madrid
Antonio Machado,s/n,No hay página web,4450732.0,431754.0,CALLE,PETIRROJO (PROGRAMA DE CASA DE NIÑOS),No hay página web,918160289,40.4165,-3.70256,39.171,1,2,88,6,2,,Comunidad de Madrid
Iglesia,1,http://www.educa.madrid.org/cc.castilla.torrejondelacalzada,4450216.0,432360.0,CALLE,CASTILLA,cc.castilla.torrejondelacalzada@educa.madrid.org,918160318-918160852,40.4165,-3.70256,39.171,2,304,88,72,2,,Comunidad de Madrid
San Nicasio,24,http://www.educa.madrid.org/cp.pilar.torrejondevelasco,4448519.0,433888.0,CALLE,NUESTRA SEÑORA DEL PILAR,cp.pilar.torrejondevelasco@educa.madrid.org,918161506,40.4165,-3.70256,35.895,1,1,89,14,2,,Comunidad de Madrid
José Fernández Segovia,1,http://www.educa.madrid.org/eei.elprincipito.torrejondevelasco,4448416.0,433912.0,AVDA,EL PRINCIPITO,eei.elprincipito.torrejondevelasco@educa.madrid.org,663802339,40.4165,-3.70256,35.895,1,2,89,6,2,,Comunidad de Madrid
San Nicasio,,http://www.educa.madrid.org/emd.torrejondevelasco,4448528.0,433900.0,CALLE,TORREJON DE VELASCO,emd.torrejondevelasco@educa.madrid.org,918161424,40.4165,-3.70256,35.895,1,9,89,187,2,,Comunidad de Madrid
Ronda de Zaragoza,s/n,http://www.educa.madrid.org/cc.elcaton.torrejondevelasco,4449176.0,434055.0,CALLE,COLEGIO EL CATON,cc.elcaton.torrejondevelasco@educa.madrid.org,918124344-918124345,40.4165,-3.70256,35.895,2,395,89,72,2,,Comunidad de Madrid
Caja Ahorros y Monte de Piedad,13,http://www.educa.madrid.org/ies.altojarama.torrelaguna,4519823.0,454344.0,CALLE,ALTO JARAMA,ies.altojarama.torrelaguna@educa.madrid.org,918485654,40.4165,-3.70256,33.05,1,1,90,42,1,,Comunidad de Madrid
de Fray José de Almonacid,13,http://www.educa.madrid.org/cp.cardenalcisnero.torrelaguna,4519489.0,454699.0,CALLE,CARDENAL CISNEROS,cp.cardenalcisnero.torrelaguna@educa.madrid.org,918430443,40.4165,-3.70256,33.05,1,1,90,14,1,,Comunidad de Madrid
Doctor Manuel Hidalgo Huerta,2,http://www.educa.madrid.org/cepa.torrelaguna,4519830.0,454412.0,CALLE,SIERRA NORTE,cepa.torrelaguna@educa.madrid.org,918485515,40.4165,-3.70256,33.05,1,1,90,31,1,,Comunidad de Madrid
de Fray José de Almonacid,13,http://www.educa.madrid.org/cn.torrelaguna,4519489.0,454699.0,CALLE,TORRELAGUNA,cn.torrelaguna@educa.madrid.org,918430904,40.4165,-3.70256,33.05,1,2,90,3,1,,Comunidad de Madrid
Doctor Manuel Hidalgo Huertas,2,http://www.educa.madrid.org/em.torrelaguna,4519640.0,454401.0,CALLE,TORRELAGUNA,em.torrelaguna@educa.madrid.org,918431631,40.4165,-3.70256,33.05,1,2,90,185,1,,Comunidad de Madrid
de Fray José de Almonacid,13,No hay página web,4519489.0,454699.0,CALLE,TORRELAGUNA (PROGRAMA DE CASA DE NIÑOS),cn.torrelaguna@educa.madrid.org,918430904,40.4165,-3.70256,33.05,1,2,90,6,1,,Comunidad de Madrid
de José María Unceta,10,http://www.educa.madrid.org/cp.losangeles.torrelodones,4492459.0,420644.0,PLAZA,LOS ANGELES,cp.losangeles.torrelodones@educa.madrid.org,918592178,40.4165,-3.70256,67.763,1,1,91,14,4,,Comunidad de Madrid
Nuestra Señora del Carmen,10,http://www.educa.madrid.org/cp.lourdes.torrelodones,4492025.0,419671.0,CALLE,NUESTRA SEÑORA DE LOURDES,cp.lourdes.torrelodones@educa.madrid.org,918592210,40.4165,-3.70256,67.763,1,1,91,14,4,,Comunidad de Madrid
del Instituto,1,http://www.educa.madrid.org/ies.velazquez.torrelodones,4492625.0,420818.0,CALLE,DIEGO VELAZQUEZ,ies.velazquez.torrelodones@educa.madrid.org,918590405-918594351,40.4165,-3.70256,67.763,1,1,91,42,4,,Comunidad de Madrid
Carretera Torrelodones,25,http://www.educa.madrid.org/eei.eltomillar.torrelodones,4491972.0,419330.0,CALLE,EL TOMILLAR,eei.eltomillar.torrelodones@educa.madrid.org,918592893,40.4165,-3.70256,67.763,1,1,91,3,4,,Comunidad de Madrid
Ribadesella,s/n,http://www.educa.madrid.org/cp.elencinar.torrelodones,4491417.0,421516.0,CALLE,EL ENCINAR,cp.elencinar.torrelodones@educa.madrid.org,918593112-918592885,40.4165,-3.70256,67.763,1,1,91,70,4,,Comunidad de Madrid
de Torrelodones (edificio Torreforum),8,http://www.educa.madrid.org/cepa.torrelodones,4492183.0,420063.0,AVDA,ALMAJAN,cepa.torrelodones@educa.madrid.org,918596524,40.4165,-3.70256,67.763,1,1,91,31,4,,Comunidad de Madrid
de Torrelodones,35,http://www.educa.madrid.org/eoep.at.torrelodones,4491919.0,419332.0,CTRA,EQUIPO ATENCION TEMPRANA TORRELODONES,eoep.at.torrelodones@educa.madrid.org,918592894,40.4165,-3.70256,67.763,1,1,91,205,4,,Comunidad de Madrid
Javier García de Leaniz,9,http://www.educa.madrid.org/em.torrelodones,4492220.0,419264.0,CALLE,TORRELODONES,em.torrelodones@educa.madrid.org,918591047,40.4165,-3.70256,67.763,1,2,91,185,4,,Comunidad de Madrid
Señora Sergia,s/n,http://www.educa.madrid.org/eei.lasardillas.torrelodones,4492629.0,421182.0,CALLE,LAS ARDILLAS,eei.lasardillas.torrelodones@educa.madrid.org,918592001-918595110,40.4165,-3.70256,67.763,1,2,91,3,4,,Comunidad de Madrid
de Andrés Vergara,5,http://www.sanignaciotorrelodones.com/,4492238.0,419326.0,PASEO,SAN IGNACIO DE LOYOLA,cc.sanignaciodeloyola.torrelodones@educa.madrid.org,918544989-918541919,40.4165,-3.70256,67.763,2,273,91,72,4,,Comunidad de Madrid
de la Dehesa,s/n,http://www.colegiopenalar.es,4492613.0,420812.0,AVDA,COLEGIO PEÑALAR,cc.penalar.torrelodones@educa.madrid.org,902252272,40.4165,-3.70256,67.763,2,399,91,72,4,,Comunidad de Madrid
Gabriel Enríquez de la Orden,27,http://www.educa.madrid.org/cpr.lossauces-torrelodones.torrelodones,4491157.0,423979.0,AVDA,LOS SAUCES,torrelodones@colegiolossauces.com,916305411-916305411,40.4165,-3.70256,67.763,3,609,91,72,4,,Comunidad de Madrid
