direccion_via_nombre,contacto_telefono2,contacto_telefono3,direccion_numero,contacto_telefono1,contacto_web,contacto_fax,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_telefono4,contacto_email1,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal
Ataúlfo Argenta,,,3,916991641,http://www.educa.madrid.org/cn.pilocha.parla,916991641,4453362.0,434293.0,CALLE,PILOCHA,,cn.pilocha.parla@educa.madrid.org,1,2,69,6,2,
Pintor Rosales,,,1-B,916995160,http://www.educa.madrid.org/cn.elbosque.parla,916995160,4454970.0,435245.0,CALLE,EL BOSQUE,,cn.elbosque.parla@educa.madrid.org,1,2,69,6,2,
Getafe,,,s/n,916986589,https://sites.google.com/site/colegiotorrenteballester/,916050088,4455050.0,434349.0,CALLE,TORRENTE BALLESTER,,cc.torrenteballester.parla@educa.madrid.org,2,331,69,72,2,
Planeta Júpiter,646240095,,2,914240913,http://www.colegioaquila.es,914241464,4452367.0,435331.0,CALLE,COLEGIO AQUILA,,cc.aquila.parla@educa.madrid.org,2,446,69,72,2,
Planeta Júpiter,,,2,,,,4452361.0,435323.0,CALLE,CENTRO DEPORTIVO COLEGIO AQUILA,,,3,446,69,220,2,
de las Estrellas (PAU 4 bis Residencial Este),618456318,,45-47,911610055,http://colegiojuanpablosegundo.es/,,4454175.0,436348.0,AVDA,COLEGIO JUAN PABLO II,,cc.juanpablosegundo.parla@educa.madrid.org,2,464,69,72,2,
las Dehesillas,685099591,,7,912884535,www.escuelainfantilpikabu.es,,4454494.0,433725.0,CALLE,PIKABU,,info@escuelainfantilpikabu.es,3,970,69,8,2,
Laguna de Antela,669852313,609407364,1,916980650,http://www.piruetas.es,916980650,4455221.0,433996.0,CALLE,PIRUETAS,,piruetas@piruetas.es,3,999,69,8,2,
Fuente Arenosa,647531343,,2,916052845,,916052845,4454491.0,433751.0,CALLE,EL CUENTACUENTOS,,info@escuelainfantilelcuentacuentos.es,3,1018,69,8,2,
Pilar Benito,616249171,,1,916990601,http://www.eipituco.es,,4454161.0,433763.0,CALLE,PITUCO II,,eipituco2@gmail.com,3,1034,69,8,2,
9 de Junio,,,s/n,,,,4452044.0,433356.0,AVDA,DR. PITUCO,,,3,1034,69,8,2,
Turín,,,3-14,607877659,http://www.mispasitos.es,,4454220.0,435574.0,CALLE,MIS PASITOS,,mundobebe_mispasitos@hotmail.com,3,1052,69,8,2,
de Ronda,691806515,,56,916051830,http://www.eljardindelarin.es,916051830,4454902.0,433799.0,AVDA,EL JARDIN DE LOS GARABATOS,,eljardindelosgarabatos@gmail.com,3,1100,69,8,2,
de la Osa Menor,,,71-73,695587678,http://www.escuelainfantildulcesmimos.com,,4453010.0,436144.0,CALLE,DULCES MIMOS,,eidulcesmimos@gmail.com,3,1272,69,8,2,
Planeta Saturno,624232454,,9,912985561,,,4453083.0,435804.0,CALLE,EDEL'WEISS,,info@escuelainfantiledelweiss.es,3,1391,69,8,2,
Río Ebro,601451820,916601054,4,916058799,http://www.novellaformacion.es,912277378,4454784.0,434487.0,CALLE,CENTRO DE FORMACIÓN DE PELUQUERIA Y ESTETICA NOVELLA,,info@novellaformacion.es,3,1443,69,58,2,
Fernando III El Santo,,,44,647532258,www.casanidoparla.es,,4453830.0,435128.0,CALLE,CASA NIDO PIES INQUIETOS,,info@casanidoparla.es,3,1513,69,8,2,
Jaime I El Conquistador,622665513,622751516,57,911641676,www.aideformacion.org,,4454119.0,435062.0,CALLE,AIDE FORMACION,,aideformacion@gmail.com,3,1575,69,58,2,
de Morata,,,7,918748122,http://www.educa.madrid.org/cp.castillo.perales,918748122,4453530.0,470031.0,CTRA,NUESTRA SEÑORA DEL CASTILLO,,cp.castillo.perales@educa.madrid.org,1,1,70,14,3,
de Morata,,,7,918748587,http://www.educa.madrid.org/cn.perales,,4453530.0,470031.0,CTRA,PERALES DE TAJUÑA,,cn.perales@educa.madrid.org,1,2,70,6,3,
Mayor Alta,,,37,918748004,http://www.educa.madrid.org/em.perales,918749030,4454034.0,469999.0,CALLE,PERALES DE TAJUÑA,,em.perales@educa.madrid.org,1,2,70,185,3,
de San Nicolás,,,8,916911057,http://www.educa.madrid.org/cp.isabellacatolica.pinto,916925099,4455422.0,440339.0,CALLE,ISABEL LA CATOLICA,,cp.isabellacatolica.pinto@educa.madrid.org,1,1,71,14,2,
de la Cañada Real de la Mesta,,,9,916911106,http://www.educa.madrid.org/cp.elprado.pinto,916914648,4455470.0,441058.0,CALLE,EL PRADO,,cp.elprado.pinto@educa.madrid.org,1,1,71,14,2,
Asturias,916910845,,20,916910012,http://www.educa.madrid.org/ies.vicentealeixand.pinto,916922864,4455858.0,441078.0,CALLE,VICENTE ALEIXANDRE,,ies.vicentealeixand.pinto@educa.madrid.org,1,1,71,42,2,
Cañada Real de Toledo,,,24,916912548,http://www.educa.madrid.org/cp.buenosaires.pinto,916924128,4454173.0,440373.0,CALLE,BUENOS AIRES,,cp.buenosaires.pinto@educa.madrid.org,1,1,71,14,2,
del Raso Rodela,,,6,912483809,http://www.educa.madrid.org/cepa.pinto,916912912,4454756.0,440285.0,PLAZA,MARIANO JOSE DE LARRA,,cepa.pinto@educa.madrid.org,1,1,71,31,2,
de Pablo Picasso,,,s/n,916921536,http://www.educa.madrid.org/ies.picasso.pinto,916923423,4454428.0,440970.0,CALLE,PABLO PICASSO,,ies.picasso.pinto@educa.madrid.org,1,1,71,42,2,
Grecia,,,1,916921300,http://www.educa.madrid.org/cp.europa.pinto,916913924,4456048.0,441056.0,CALLE,EUROPA,,cp.europa.pinto@educa.madrid.org,1,1,71,14,2,
Asturias,,,89,916920401,http://www.educa.madrid.org/eei.trebol.pinto,,4456340.0,441102.0,CALLE,TREBOL,,eei.trebol.pinto@educa.madrid.org,1,1,71,3,2,
Manuel Hernández Mompo,,,2,916915606,http://www.educa.madrid.org/eoi.pinto.pinto,916923159,4456403.0,440243.0,CALLE,E.O.I. DE PINTO,,eoi.pinto.pinto@educa.madrid.org,1,1,71,80,2,
Juana Francés,,,57,916987254,http://www.educa.madrid.org/cp.lasartes.pinto,911911277,4455978.0,440188.0,CALLE,LAS ARTES,,cp.lasartes.pinto@educa.madrid.org,1,1,71,14,2,
Manuel Hernández Mompo,,,4,916987051,http://www.educa.madrid.org/eei.tragaluz.pinto,916928886,4456433.0,440288.0,CALLE,TRAGALUZ,,eei.tragaluz.pinto@educa.madrid.org,1,1,71,3,2,
Francisco Bores,,,3,916706645,http://www.educa.madrid.org/ies.calderon.pinto,916706938,4456403.0,440745.0,CALLE,CALDERON DE LA BARCA,,ies.calderon.pinto@educa.madrid.org,1,1,71,42,2,
Ruperto Chapí,,,1,916706830,http://www.educa.madrid.org/cp.dosdemayo.pinto,916926539,4456487.0,440344.0,CALLE,DOS DE MAYO,,cp.dosdemayo.pinto@educa.madrid.org,1,1,71,14,2,
Juan Pablo II (esquina Manuel de Falla),,,,,http://www.educa.madrid.org/eoep.pinto,,,,AVDA,EQUIPO GENERAL PINTO,,eoep.pinto@educa.madrid.org,1,1,71,206,2,
de la Sagrada Familia,,,3,912483816,http://www.educa.madrid.org/em.pinto,912483718,4454763.0,440767.0,CALLE,PINTO,,em.pinto@educa.madrid.org,1,2,71,185,2,
Córdoba,,,15,916914034,http://www.educa.madrid.org/eei.triangulo.pinto,916916559,4455004.0,440892.0,CALLE,TRIANGULO,,eei.triangulo.pinto@educa.madrid.org,1,2,71,3,2,
Asturias,691721081,,91,916987971,http://www.educa.madrid.org/eei.pimpollitos.pinto,916987971,4456739.0,441116.0,CALLE,PIMPOLLITOS,,eei.pimpollitos.pinto@educa.madrid.org,1,2,71,3,2,
Córdoba,,,15,,,,4455004.0,440892.0,CALLE,TRIANGULO (PROGRAMA DE CASA DE NIÑOS),,,1,2,71,6,2,
Virgen Asunción,912483931,,s/n,912483803,http://www.educa.madrid.org/eei.asuncion.pinto,912483713,4455269.0,440853.0,PLAZA,VIRGEN DE LA ASUNCION,,eei.asuncion.pinto@educa.madrid.org,1,9,71,3,2,
de la Sagrada Familia,,,3,916911026,http://www.educa.madrid.org/cc.sagradafamilia.pinto,916922597,4454763.0,440767.0,CALLE,SAGRADA FAMILIA,,cc.sagradafamilia.pinto@educa.madrid.org,2,35,71,72,2,
de San José,916911576,,1,916910303,,916922795,4454906.0,439965.0,CALLE,NUESTRA SEÑORA DE LA PROVIDENCIA,,cc.nsdelaprovidencia.pinto@educa.madrid.org,2,256,71,72,2,
de Santa Teresa,,,7,916912950,http://www.santodomingodesilos.org,916920696,4454574.0,440830.0,CALLE,SANTO DOMINGO DE SILOS,,cc.santodomingodesilos.pinto@educa.madrid.org,2,257,71,72,2,
Asturias,639451323,,s/n,916912398,http://www.calasanzpinto.es,916928509,4455610.0,441019.0,CALLE,CALASANZ,,cc.calasanz.pinto@educa.madrid.org,2,308,71,72,2,
Pablo Gargallo,,,s/n,916925089,http://www.colegiomirasur.com,916924028,4456254.0,440787.0,CALLE,MIRASUR,,elenacrespo@colegiomirasur.com,3,731,71,72,2,
Pablo Gargallo,608300881,608356419,s/n,916923861,http://www.isedi.es,,4456254.0,440787.0,CALLE,CENTRO DE TECNICOS DEPORTIVOS MIRASUR,,isedigest@isedi.es,3,731,71,220,2,
de Santa Teresa,659857102,630354586,8,916924353,,916924353,4454583.0,440682.0,CALLE,CHIQUIHOUSE,,eichiquihouse@hotmail.com,3,1124,71,8,2,
de San Joaquín,913407138,,5,616176268,,913407138,4455583.0,441072.0,CALLE,EL GATO LOLO,,ei.elgatololo@gmail.com,3,1429,71,8,2,
Juan Pablo II,695118011,,22,910378803,www.sueña.es,910060994,4456788.0,440393.0,AVDA,SUEÑA,,escuelainfantilsuena@gmail.com,3,1463,71,8,2,
de San Martín de la Vega,,,"k.0,7",,,,4455016.0,441561.0,CTRA,MEDAC PINTO,,,3,1560,71,58,2,
Diego de Velázquez,691833070,,5,917116584,http://www.educa.madrid.org/cp.losangeles.pozuelodealarcon,915180145,4472530.0,433426.0,CALLE,LOS ANGELES,,cp.losangeles.pozuelodealarcon@educa.madrid.org,1,1,72,70,4,
Tahona,,,12,917151253,http://www.educa.madrid.org/cp.asuncion.pozuelodealarcon,917151253,4476625.0,430784.0,CALLE,ASUNCION DE NUESTRA SEÑORA,,cp.asuncion.pozuelodealarcon@educa.madrid.org,1,1,72,14,4,
Cirilo Palomo,,,11,917158893,http://www.educa.madrid.org/cp.divinomaestro.pozuelodealarcon,917158893,4476193.0,431288.0,CALLE,DIVINO MAESTRO,,cp.divinomaestro.pozuelodealarcon@educa.madrid.org,1,1,72,14,4,
Irlanda,917157163,,s/n,913521003,http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,913523965,4477228.0,433232.0,CALLE,GERARDO DIEGO,,ies.gerardodiego.pozuelodealarcon@educa.madrid.org,1,1,72,42,4,
San José Obrero,,,21,917152382,http://www.educa.madrid.org/cp.sanjoseobrero.pozuelodealarcon,913513862,4477294.0,432492.0,CALLE,SAN JOSE OBRERO,,cp.sanjoseobrero.pozuelodealarcon@educa.madrid.org,1,1,72,14,4,
Italia,917159653,,1,917157484,http://www.educa.madrid.org/cp.pinarprados.pozuelodealarcon,913526378,4478041.0,432433.0,AVDA,PINAR PRADOS DE TORREJON,,cp.pinarprados.pozuelodealarcon@educa.madrid.org,1,1,72,14,4,
del Monte,917155861,,16,917155811,http://www.educa.madrid.org/ies.camilojosecela.pozuelodealarcon,913529511,4476825.0,430486.0,AVDA,CAMILO JOSE CELA,,ies.camilojosecela.pozuelodealarcon@educa.madrid.org,1,1,72,42,4,
Diamante,913524570,913512005,s/n,913524797,http://www.educa.madrid.org/cp.lasacacias.pozuelodealarcon,917141380,4476853.0,432276.0,CALLE,LAS ACACIAS,,cp.lasacacias.pozuelodealarcon@educa.madrid.org,1,1,72,14,4,
Huertas,913515231,,13,917155847,http://www.educa.madrid.org/cp.infantaelena.pozuelodealarcon,917155847,4476781.0,430656.0,CMNO,INFANTA ELENA,,cp.infantaelena.pozuelodealarcon@educa.madrid.org,1,1,72,14,4,
San Juan de la Cruz,913525587,,s/n,913525380,http://www.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon,913527923,4475846.0,430705.0,CALLE,SAN JUAN DE LA CRUZ,,ies.sanjuandelacruz.pozuelodealarcon@educa.madrid.org,1,1,72,42,4,
Gerardo Diego,,,s/n,913514310,http://www.educa.madrid.org/eei.losalamos.pozuelodealarcon,913514310,4475951.0,430645.0,CALLE,LOS ALAMOS,,eei.losalamos.pozuelodealarcon@educa.madrid.org,1,1,72,3,4,
Juan XXIII,,,1,913512267,http://www.educa.madrid.org/cepa.pozuelodealarcon,917141821,4477959.0,432220.0,CALLE,POZUELO DE ALARCON,,cepa.pozuelodealarcon@educa.madrid.org,1,1,72,31,4,
Juan XXIII,917152350,,4,917152317,http://www.educa.madrid.org/eoi.pozuelo.pozuelodealarcon,917153097,4478001.0,432105.0,AVDA,E.O.I. DE POZUELO DE ALARCON,,eoi.pozuelo.pozuelodealarcon@educa.madrid.org,1,1,72,80,4,
Atlántico del Paular,913519974,,8,917140919,http://www.educa.madrid.org/cp.principesdeasturias.pozuelodealarcon,913515144,4478830.0,431594.0,CALLE,PRINCIPES DE ASTURIAS,,cp.principesdeasturias.pozuelodealarcon@educa.madrid.org,1,1,72,70,4,
Zafiro,,,1,913520656,http://www.educa.madrid.org/eei.losmadronos.pozuelodealarcon,913520656,4477163.0,432370.0,CALLE,LOS MADROÑOS,,eei.losmadronos.pozuelodealarcon@educa.madrid.org,1,1,72,3,4,
MONTE,,,2,917157162,http://www.educa.madrid.org/eoep.pozuelodealarcon,917157162,4478001.0,432242.0,AVDA,EQUIPO GENERAL POZUELO DE ALARCON,,eoep.pozuelodealarcon@educa.madrid.org,1,1,72,206,4,
del Monte,917992737,917992738,2,917992735,http://www.educa.madrid.org/eoep.at.pozuelodealarcon,917156993,4476686.0,430584.0,AVDA,EQUIPO ATENCION TEMPRANA POZUELO DE ALARCON,,eoep.at.pozuelodealarcon@educa.madrid.org,1,1,72,205,4,
Humera,917156049,,15,917156062,http://www.educa.madrid.org/em.pozuelodealarcon,913521459,4477513.0,432071.0,CTRA,POZUELO DE ALARCON,,em.pozuelodealarcon@educa.madrid.org,1,2,72,185,4,
Volturno,,,s/n,915180311,http://www.educa.madrid.org/eei.laencina.pozuelodealarcon,915180311,4473444.0,432380.0,CALLE,LA ENCINA,,eei.laencina.pozuelodealarcon@educa.madrid.org,1,2,72,3,4,
Bularas,607631091,,1,917150408,http://www.escolapiospozuelo.es/,913529833,4477665.0,431176.0,AVDA,ESCUELAS PIAS DE SAN FERNANDO,,cc.escuelaspiassanfernando.pozuelodealarcon@educa.madrid.org,2,19,72,72,4,
Pajares,,,22,917141022,retamar.com,910085805,4475505.0,431848.0,CALLE,RETAMAR,,cc.retamar.pozuelodealarcon@educa.madrid.org,2,258,72,73,4,
Juan XXIII,,,7,913520648,http://www.clunypozuelo.es,913524025,4477754.0,431662.0,AVDA,SAN JOSE DE CLUNY,,cc.sanjosecluny.pozuelodealarcon@educa.madrid.org,2,259,72,72,4,
Concepción,,,12,913520181,http://www.buen-consejo.com,917157926,4478081.0,431880.0,PASEO,HOGAR DEL BUEN CONSEJO,,cc.hbconsejo.pozuelodealarcon@educa.madrid.org,2,260,72,72,4,
Majadahonda,913520940,,k. 2,,http://www.educa.madrid.org/cc.gayarre.pozuelodealarcon,913525589,4476498.0,429264.0,CTRA,GIL GAYARRE,,cc.gayarre.pozuelodealarcon@educa.madrid.org,2,261,72,21,4,
Radio y Televisión,913520548,913520549,2,913520547,http://www.educa.madrid.org/cc.veritas.pozuelodealarcon,,4474131.0,432935.0,AVDA,INSTITUTO VERITAS,620591172,cc.veritas.pozuelodealarcon@educa.madrid.org,2,262,72,72,4,
de la Casa de Campo,608068651,,2,915122138,www.colegiomontetabor.es,915189908,4473639.0,433326.0,PASEO,MONTE TABOR,,cc.montetabor.pozuelodealarcon@educa.madrid.org,2,398,72,72,4,
Solano,913373617,,3-5-7,913373612,http://www.educa.madrid.org/ce.britishcouncil.pozuelo,913373634,4473846.0,432812.0,CALLE,BRITISH COUNCIL SCHOOL (BRITANICO),,ce.britishcouncil.pozuelo@educa.madrid.org,3,489,72,94,4,
de Portugalete,,,1,913520517,,913510843,4476511.0,431187.0,CALLE,SAN LUIS DE LOS FRANCESES,,info@stlouisfrancais.com,3,520,72,72,4,
de Monteclaro,666128991,,s/n,917994888,http://www.everestschool.es/,917992929,4477108.0,428168.0,AVDA,EVEREST,,aserrano@everestschool.es,3,521,72,72,4,
Bularas,917150499,,4,913512345,http://colegioliceosorolla.es,917152662,4477703.0,431100.0,AVDA,LICEO SOROLLA C,,jmbrusint@liceosorolla.es,3,522,72,72,4,
París,,,1,913528000,,913528000,4476225.0,431452.0,CALLE,PROJARDIN POZUELO,,POZUELO@PROJARDIN.ES,3,529,72,8,4,
Bularas,917154699,,2,917154797,,913510901,4477774.0,431321.0,AVDA,KENSINGTON SCHOOL (BRITANICO),,kensington@kensingtonschool.net,3,532,72,94,4,
Bularas,917154699,,2,917154797,http://kensington-school.es,913510901,4477774.0,431321.0,AVDA,K.S.,,kensington@kensingtonschool.net,3,532,72,45,4,
de los Estados Unidos de América,917400512,,1,917401900,www.asmadrid.org,,4477224.0,433835.0,CALLE,AMERICAN SCHOOL OF MADRID (EE.UU.),,info@asmadrid.org,3,546,72,94,4,
Solano,913373606,913373616,3,913375056,http://www.britishcouncilschool.es,91 3373634,4473846.0,432812.0,CALLE,COL. BRITANICO DE MADRID EN SOMOSAGUAS,913373617,jesus.otero@britishcouncil.es,3,579,72,45,4,
Transversal 4,913523889,,    4,913523120,,913523889,4475929.0,428048.0,CALLE,AQUINAS INTERNATIONAL SCHOOL,,secretaria@aquinasmadrid.es,3,594,72,45,4,
Transversal Cuatro,917993441,,4,913523120,www.aquinas-american-school.es,913523889,4475929.0,428048.0,CALLE,AQUINAS AMERICAN SCHOOL  (EE.UU.),,secretaria@aquinasmadrid.es,3,594,72,94,4,
San Jorge,,,25,913527250,http://www.colegioalar.com,,4477000.0,432070.0,CALLE,ALARCON,,info@colegioalar.com,3,599,72,137,4,
Felipe de la Guerra,,,1,913520791,http://www.educa.madrid.org/cc.sancarlos.pozuelodealarcon,913520791,4478228.0,432303.0,CALLE,SAN CARLOS,,cc.sancarlos.pozuelodealarcon@educa.madrid.org,3,620,72,21,4,
de Portugalete,913520517,,1,,,,4476511.0,431187.0,CALLE,SAINT LOUIS DES FRANÇAIS (FRANCES),,info@stlouisfrancais.com,3,621,72,94,4,
San Jorge,,,25,913527250,www.colegioalarcon.com,913510885,4477000.0,432070.0,CALLE,ALARCON,,secretaria@colegioalar.com,3,640,72,72,4,
Juan Pablo II,608009696,606718861,83,913529199,,913528057,4476591.0,431389.0,AVDA,PECAS,,secretaria@pecas.net,3,701,72,8,4,
de Portugalete,,,8,913527129,,,4476628.0,431162.0,CALLE,PEQUEÑECES,,info@escuela-pequeneces.es,3,702,72,8,4,
San Silvestre,670448052,647777189,45,670448052,,,4477015.0,432048.0,CALLE,MI CASITA,,alfredo@esuelainfantilmicasita.com,3,708,72,8,4,
Ciudad Real,647090654,,23,690915233,,,4474572.0,428746.0,CALLE,ARLEQUIN,,e.infantilarlequin@gmail.com,3,710,72,8,4,
de la Vía Láctea,695361961,,22,913511157,,,4476961.0,432645.0,CALLE,PAIDES,,direccion@paides.com,3,716,72,8,4,
Pozuelo Majadahonda,917091400,,"k1,8",917091413,http://www.ufv.es/cetys,,4476520.0,429283.0,CTRA,CENTRO DE ESTUDIOS TECNOLOGICOS Y SOCIALES FRANCISCO DE VITORIA,,coordinacioncetys@ufv.es,3,722,72,58,4,
Alcorcón,,,17,917159226,http://www.colegioschoenstatt.es,,4476104.0,431004.0,CMNO,COLEGIO NUESTRA SEÑORA DE SCHOENSTATT,,secretaria@cnsschoenstatt.es,3,779,72,72,4,
Huertas,629444460,,34,913519493,http://www.travesurasdemarieta.com,,4477382.0,431109.0,CMNO,LAS TRAVESURAS DE MARIETA,,lastravesurasdemarieta@gmail.com,3,876,72,8,4,
Europa,913517822,,23,627256511,http://www.kiduu.com,,4477271.0,433396.0,AVDA,KIDUU,,informacion@kiduu.com,3,962,72,8,4,
Islas Cíes,913522113,,19,,http://www.gazapitos.com,,4477124.0,430715.0,CALLE,GAZAPITOS,,,3,978,72,8,4,
Evaristo Cerezo,666470847,,11,915185638,http://www.escuelainfantilpiquio.es,,4473005.0,433918.0,CALLE,PIQUIO,,escuelainfantilpiquio@gmail.com,3,1033,72,8,4,
Pío Milla Andrés,666470847,915185638,3,915185638,WWW.ESCUELAINFANTILPIQUIO.ES,,4472985.0,433860.0,CALLE,EL JARDIN DE PIQUIO,915185638,escuelainfantilpiquio@gmail.com,3,1033,72,8,4,
Doctor Velázquez,649751461,620109360,13,917141858,http://www.mipequenagranja.com,,4478551.0,432535.0,CALLE,MI PEQUEÑA GRANJA,,dir@mipequenagranja.com,3,1054,72,8,4,
Doctor Velázquez,649751461,,13,91714858,http://www.mipequenagranja.com,,4478551.0,432535.0,CALLE,MY LITTLE FARM SCHOOL - MI PEQUEÑA GRANJA NURSERY SCHOOL (BRITANICO),,mipequenagranja@mipequenagranja.com,3,1054,72,94,4,
San Rafael,622142179,679166763,3,917157003,,,4477520.0,432158.0,CALLE,PLI'S PLA'S,,informacion@plisplasguarderia.es,3,1080,72,8,4,
Amparo,687462861,,33,917152219,,,4478917.0,431915.0,CALLE,EL PARQUE DE POZUELO,,direccion_parquedepozuelo@hotmail.es,3,1125,72,8,4,
Evaristo Cerezo,917111215,,16,617457231,http://www.escuelainfantillospotritos.com,,4473028.0,434030.0,CALLE,LOS POTRITOS,,,3,1140,72,8,4,
Hermanos San Román,,,8,,,,4478030.0,431545.0,CALLE,TEDDYS,,teddysescuelainfantil@gmail.com,3,1177,72,8,4,
Pintura,,,17,913517365,,,4478218.0,430897.0,CALLE,LA CABAÑA MÁGICA,,lacabanamagica01@gmail.com,3,1214,72,8,4,
Radio y Televisión,915817747,,4,699366958,www.planetaenano.com,,4473593.0,433066.0,AVDA,PEQUE PRADO,,miguelangel.leal@hotmail.com,3,1341,72,8,4,
Orense,,,108,681608205,http://mayritescuelaactiva.org/,,4473812.0,429891.0,CALLE,MAYRIT ESCUELA ACTIVA (EEUU),,secretaria@mayritescuelaactiva.org,3,1394,72,94,4,
Isidro Gómez,654339687,,1 bis,913529678,http://www.laliradepozuelo.es,913529678,4476519.0,430858.0,CALLE,LA LIRA DE POZUELO,,laliradepozuelo@gmail.com,3,1410,72,137,4,
Alcorcón,,,17,,,,4475812.0,430977.0,CMNO,INSTEDE POZUELO F.P.,,,3,1431,72,58,4,
Proa s/n esquina a C/ Sotavento,,,,,,,4474785.0,431807.0,CALLE,ENGLISH FOR FUN (EE.UU.),,,3,1451,72,94,4,
 Transversal Cuatro,,,4,,,,,,CALLE,MADRID FOOTBALL ACADEMY,,,3,1474,72,220,4,
Valentín Robledo,914011355,,2,917155138,www.judysharpschool.es,,4478060.0,431248.0,CALLE,JUDY SHARP INTERNATIONAL SCHOOL (EE.UU),,judysharpschool@judysharpschool.es,3,1479,72,94,4,
Juan XXIII,,,12,,,,4477323.0,431407.0,AVDA,ESIC CENTRO DE FORMACION PROFESIONAL SUPERIOR MADRID,,,3,1570,72,58,4,
Francia,630561635,,4,913512825,www.eljardindeltomillar.es,,4476068.0,431597.0,CALLE,EL JARDIN DEL TOMILLAR,,escuelainfantileltomillar@gmail.com,3,1596,72,8,4,
de Modesto Ortega Lobón,,,12,918691159,http://www.educa.madrid.org/cp.enriquedemesa.rascafria,918691159,4528201.0,425818.0,CALLE,ENRIQUE DE MESA,,cp.enriquedemesa.rascafria@educa.madrid.org,1,1,73,14,1,
de la Cuesta del Chorro,,,6,918691533,http://www.educa.madrid.org/cn.rascafria,918693448,4527858.0,425893.0,CALLE,RASCAFRIA,,cn.rascafria@educa.madrid.org,1,9,73,6,1,
de Noruega,,,1,916700133,http://www.educa.madrid.org/cp.lasciguenas.rivas,916703335,4464448.0,456041.0,CALLE,LAS CIGÜEÑAS,,cp.lasciguenas.rivas@educa.madrid.org,1,1,74,14,3,
de Miguel Hernández,646340175,,1,916660014,http://www.educa.madrid.org/cp.laescuela.rivas,916669299,4467567.0,453451.0,AVDA,LA ESCUELA,,cp.laescuela.rivas@educa.madrid.org,1,1,74,14,3,
de Covibar,,,3,916663979,http://www.educa.madrid.org/cp.elolivar.rivas,916663242,4468314.0,453078.0,AVDA,EL OLIVAR,,cp.elolivar.rivas@educa.madrid.org,1,1,74,14,3,
de la Chopera,638610490,,7,916662299,http://www.educa.madrid.org/cp.victoriakent.rivas,916661652,4468522.0,454311.0,PASEO,VICTORIA KENT,,cp.victoriakent.rivas@educa.madrid.org,1,1,74,14,3,
de Gabriel García Márquez,,,s/n,916660003,http://www.educa.madrid.org/ies.laslagunas.rivas,916669082,4468126.0,453482.0,AVDA,LAS LAGUNAS,,ies.laslagunas.rivas@educa.madrid.org,1,1,74,42,3,
de los Almendros,,,198,913012711,http://www.educa.madrid.org/cp.losalmendros.rivas,916665374,4469141.0,454873.0,AVDA,LOS ALMENDROS,,cp.losalmendros.rivas@educa.madrid.org,1,1,74,14,3,
de Covibar,913011334,,1,916666078,http://www.educa.madrid.org/cp.elparque.rivas,916666078,4468356.0,453101.0,AVDA,EL PARQUE,,cp.elparque.rivas@educa.madrid.org,1,1,74,14,3,
del Olivo,,,s/n,916667595,"http://www.educa.madrid.org/cp.jarama.rivas,    http:/www.colegiojarama.com",913011982,4467971.0,454802.0,CALLE,JARAMA,,cp.jarama.rivas@educa.madrid.org,1,1,74,14,3,
de la Chopera,916666045,,64,916665259,http://www.educa.madrid.org/ies.duquederivas.rivas,916668388,4468689.0,454683.0,PASEO,DUQUE DE RIVAS,,ies.duquederivas.rivas@educa.madrid.org,1,1,74,42,3,
de la Partija,916660206,,s/n,913012479,http://www.educa.madrid.org/cp.mariobenedetti.rivas,913012479,4469145.0,453333.0,CMNO,MARIO BENEDETTI,,cp.mariobenedetti.rivas@educa.madrid.org,1,1,74,14,3,
Cerro del Telégrafo,,,2,916702756,http://www.educa.madrid.org/ies.europa.rivas,913011087,4467449.0,455017.0,AVDA,EUROPA,,ies.europa.rivas@educa.madrid.org,1,1,74,42,3,
Aloe,638146588,,s/n,916665837,http://www.educa.madrid.org/eei.grimm.rivas,916662488,4468075.0,454740.0,CALLE,GRIMM,,eei.grimm.rivas@educa.madrid.org,1,1,74,3,3,
de las Provincias,,,s/n,916664582,http://www.educa.madrid.org/cp.rafaelalberti.rivas,916669254,4469362.0,454410.0,PASEO,RAFAEL ALBERTI,,cp.rafaelalberti.rivas@educa.madrid.org,1,1,74,14,3,
de Levante,,,141,916704112,http://www.educa.madrid.org/ies.profesorjulioperez.rivas,916704113,4464745.0,456338.0,AVDA,PROFESOR JULIO PEREZ,,ies.profesorjulioperez.rivas@educa.madrid.org,1,1,74,42,3,
de los Picos de Urbión,914990535,,s/n,914990536,http://www.educa.madrid.org/cepa.rivas,914990535,4469366.0,455258.0,CALLE,RIVAS-VACIAMADRID,,cepa.rivas@educa.madrid.org,1,1,74,31,3,
de José Saramago,,,1,914991786,http://www.educa.madrid.org/cp.josesaramago.rivas,914991347,4467221.0,454689.0,CALLE,JOSE SARAMAGO,,cp.josesaramago.rivas@educa.madrid.org,1,1,74,14,3,
de los Picos de Urbión c/v a c/ Jaen,919343511,,,914990537,http://www.educa.madrid.org/eoi.rivas,914990623,4469361.0,455257.0,CALLE,E.O.I. DE RIVAS-VACIAMADRID,,eoi.rivas@educa.madrid.org,1,1,74,80,3,
